"n","a1","a2","a3","a4","a5","a6","b1"
18097,8,12,12,20,22,29,9
18098,7,9,14,18,23,25,6
18099,7,10,15,21,23,30,14
18100,2,10,10,12,15,28,10
18101,12,14,18,25,28,30,8
18102,3,15,16,22,26,33,8
18103,2,7,10,16,26,28,6
18104,6,11,17,21,23,30,8
18105,7,11,11,22,22,26,10
18106,3,5,8,11,22,25,12
18107,4,6,11,17,24,30,6
18108,3,11,11,19,23,26,5
18109,6,8,10,20,29,31,13
18110,0,9,14,20,24,24,6
18111,5,8,15,15,21,33,5
18112,7,9,15,22,24,32,7
18113,7,12,14,19,23,27,13
18114,1,11,12,22,27,29,10
18115,7,10,12,13,22,28,16
18116,3,11,14,18,22,30,6
18117,5,6,11,14,23,25,13
18118,2,5,8,12,21,28,7
18119,4,10,18,24,27,31,9
18120,5,12,14,20,22,25,15
18121,6,9,9,17,23,27,6
18122,6,7,12,19,26,32,11
18123,8,11,14,24,26,31,2
18124,6,8,15,19,28,31,11
18125,8,11,17,19,20,29,12
18126,5,11,15,22,24,33,10
18127,2,8,13,18,23,30,9
18128,6,10,15,16,25,28,10
18129,2,8,13,22,23,30,14
18130,6,11,13,22,27,29,9
18131,6,11,12,17,26,27,9
18132,2,7,11,14,21,28,11
18133,2,10,10,15,21,32,6
18134,6,11,15,17,17,28,7
18135,2,7,13,17,18,28,6
18136,7,8,14,20,23,29,7
18137,5,8,9,17,25,25,8
18138,2,9,11,16,27,28,4
18139,8,10,11,14,22,24,10
18140,3,13,16,17,23,26,5
18141,0,5,13,18,23,30,10
18142,4,8,15,24,24,26,10
18143,6,10,13,22,23,28,9
18144,5,7,12,20,23,30,12
18145,1,13,16,17,18,24,12
18146,3,7,11,15,16,28,6
18147,4,6,12,20,27,32,12
18148,4,11,16,20,21,27,10
18149,1,8,13,17,23,30,7
18150,4,11,18,22,25,33,12
18151,3,11,14,23,24,30,11
18152,5,12,12,14,21,29,11
18153,3,8,11,21,24,26,10
18154,4,8,8,16,23,25,11
19002,4,5,9,13,20,22,6
19003,2,3,4,13,21,30,15
19004,3,11,15,16,23,27,10
19005,4,10,16,20,27,30,6
19006,11,11,11,21,26,30,8
19007,5,6,13,17,25,29,8
19008,6,10,14,20,24,26,3
19009,6,7,11,17,23,26,15
19010,3,8,15,17,18,26,5
19011,4,7,10,14,24,24,12
19012,2,12,16,16,19,29,11
19013,-1,9,12,15,21,28,11
19014,2,10,10,12,22,23,8
19015,3,5,13,21,25,29,12
19016,4,9,15,18,28,30,13
19017,5,8,15,18,20,26,9
19018,6,10,14,20,23,30,9
19019,4,6,17,17,26,31,11
19020,5,11,20,24,26,32,9
19021,7,10,21,23,23,28,10
19022,2,13,17,22,23,30,3
19023,4,5,11,13,18,25,9
19024,5,9,15,16,25,29,5
19025,4,6,15,20,23,26,8
19026,3,6,12,19,25,31,5
19027,5,8,17,21,26,30,11
19028,5,10,12,20,27,32,11
19029,1,12,14,19,26,28,6
19030,4,7,13,20,26,28,4
19031,6,10,12,18,21,28,5
19032,9,13,18,19,20,26,4
19033,3,12,18,22,29,31,6
19034,6,13,17,22,23,28,11
19035,7,11,18,22,25,29,10
19036,3,6,14,16,26,28,8
19037,10,18,18,22,24,29,5
19038,6,13,17,22,28,29,11
19039,5,8,14,19,22,27,12
19040,2,3,9,20,21,24,7
19041,1,9,16,23,29,31,9
19042,6,8,12,21,22,28,7
19043,2,10,10,11,20,32,4
19044,4,9,15,21,27,32,6
19045,4,9,12,15,21,24,10
19046,2,10,12,18,25,28,8
19047,3,6,15,22,27,31,7
19048,3,8,16,21,25,29,14
19049,5,14,17,22,32,33,12
19050,7,11,17,23,23,30,11
19051,7,12,14,19,23,28,9
19052,3,11,14,17,29,31,6
19053,4,6,14,15,24,27,6
19054,12,14,14,20,22,32,8
19055,5,13,16,21,23,26,10
19056,2,10,11,15,21,27,9
19057,4,6,7,15,25,30,7
19058,3,5,9,14,20,29,11
19059,4,7,12,15,18,22,9
19060,1,7,14,16,25,27,10
19061,6,7,19,22,26,31,10
19062,4,7,8,15,21,24,5
19063,1,7,12,16,21,26,8
19064,5,11,14,15,22,24,10
19065,4,8,8,16,26,28,8
19066,8,9,12,19,25,28,16
19067,5,11,13,17,22,30,10
19068,5,7,11,17,19,27,4
19069,4,14,16,20,22,26,11
19070,4,10,15,17,24,27,8
19071,2,12,18,19,25,29,11
19072,5,6,14,20,21,26,5
19073,5,6,11,17,29,29,5
19074,4,8,16,19,23,29,5
19075,3,6,11,15,23,26,10
19076,8,11,17,18,23,31,5
19077,6,9,12,19,19,27,9
19078,4,4,12,17,24,30,8
19079,3,6,13,19,24,30,7
19080,5,7,14,17,24,31,11
19081,3,5,10,17,23,29,9
19082,5,10,11,16,21,24,6
19083,3,3,14,15,23,25,11
19084,5,7,14,20,22,25,9
19085,4,5,10,21,21,25,10
19086,4,5,11,18,24,31,5
19087,4,9,13,16,21,30,5
19088,11,12,12,17,24,30,16
19089,6,9,12,14,15,24,12
19090,7,14,15,20,28,28,13
19091,4,11,13,18,23,31,9
19092,5,5,11,19,21,28,6
19093,6,9,15,21,25,29,11
19094,2,6,8,16,23,28,6
19095,5,7,16,18,24,31,8
19096,7,8,17,20,25,29,5
19097,3,8,19,19,22,30,5
19098,4,12,13,17,26,32,8
19099,8,11,16,19,23,29,8
19100,4,13,14,23,24,28,8
19101,1,12,14,19,24,28,2
19102,6,8,11,18,22,25,6
19103,5,10,13,15,23,28,12
19104,5,7,13,17,24,28,7
19105,8,14,21,21,31,33,1
19106,6,12,18,22,28,31,6
19107,3,10,13,20,21,30,9
19108,4,9,12,18,24,29,13
19109,8,13,16,19,25,27,6
19110,9,10,11,18,22,26,11
19111,5,7,8,9,10,20,7
19112,3,8,17,23,26,30,4
19113,7,10,15,23,23,29,12
19114,2,8,14,23,24,30,11
19115,3,9,17,23,28,32,4
19116,0,8,20,20,32,33,10
19117,4,9,14,15,22,32,9
19118,5,8,19,22,23,31,2
19119,7,14,18,23,24,31,4
19120,5,9,15,17,19,26,5
19121,6,12,13,18,25,31,9
19122,2,7,12,17,27,29,11
19123,-1,6,14,22,22,28,10
19124,4,9,13,22,27,31,7
19125,2,8,14,28,31,34,7
19126,3,10,12,17,23,27,6
19127,3,11,12,19,20,29,9
19128,6,10,13,19,25,28,8
19129,3,5,11,22,23,30,10
19130,6,16,18,21,25,27,4
19131,8,12,17,24,27,29,10
19132,6,9,18,20,24,30,6
19133,3,8,17,21,26,29,8
19134,5,9,16,17,20,32,8
19135,5,9,12,17,23,28,1
19136,2,15,17,24,24,32,11
19137,5,5,10,19,26,32,5
19138,-1,5,14,15,18,28,12
19139,2,3,12,15,25,29,12
19140,6,9,14,20,25,32,5
19141,3,8,16,21,25,29,7
19142,5,9,13,18,21,28,8
19143,7,10,10,13,19,27,13
19144,1,10,16,16,25,31,10
19145,3,3,12,15,16,26,6
19146,4,9,11,11,18,20,13
19147,4,13,18,20,21,26,3
19148,2,10,12,20,23,34,0
19149,10,11,13,17,23,27,10
19150,3,15,19,20,24,31,4
19151,5,15,17,19,23,27,2
19152,4,8,13,15,19,29,7
20002,2,8,10,15,18,23,12
20003,1,8,14,23,28,29,11
20004,5,10,16,19,26,30,10
20005,8,11,15,22,23,29,5
20006,9,13,13,18,20,29,15
20007,4,10,10,15,21,26,3
20008,1,14,15,17,22,29,5
20009,7,9,12,21,22,27,7
20010,4,6,13,20,21,27,7
20011,0,9,17,22,26,30,12
20012,3,9,15,18,19,26,5
20013,3,10,17,21,23,29,9
20014,6,7,13,18,27,29,6
20015,2,5,8,12,18,24,6
20016,4,7,12,16,23,26,10
20017,8,12,13,18,25,33,9
20018,5,11,15,17,24,30,7
20019,5,7,14,16,23,32,8
20020,3,10,15,20,27,28,8
20021,7,9,17,19,20,28,11
20022,6,9,13,23,25,29,3
20023,5,13,14,18,19,29,11
20024,5,9,13,19,20,26,4
20025,9,13,13,17,22,31,8
20026,8,9,10,13,23,32,9
20027,4,8,9,12,20,30,8
20028,2,9,12,18,24,31,11
20029,4,8,15,18,22,32,12
20030,6,9,12,17,22,24,10
20031,10,13,19,21,25,29,6
20032,4,9,14,19,20,29,10
20033,7,10,16,21,28,30,6
20034,2,8,12,19,24,27,8
20035,2,9,15,23,31,31,2
20036,8,10,16,17,25,28,2
20037,3,7,15,24,28,32,7
20038,2,9,10,16,19,29,11
20039,2,11,12,20,28,31,9
20040,5,10,17,18,23,27,11
20041,6,11,19,19,25,25,3
20042,5,7,11,14,20,27,8
20043,6,9,18,19,27,27,5
20044,7,10,15,17,27,28,7
20045,2,12,13,18,24,31,9
20046,5,9,19,24,26,30,5
20047,2,6,8,16,23,30,7
20048,2,8,10,21,25,31,3
20049,5,8,13,16,24,28,12
20050,7,11,20,23,27,32,13
20051,3,8,12,19,25,28,5
20052,3,6,9,15,21,26,7
20053,3,6,12,20,28,31,10
20054,2,9,17,25,27,31,14
20055,3,8,15,17,25,30,14
20056,5,12,13,13,23,30,7
20057,3,8,8,14,15,27,7
20058,4,8,15,20,21,30,3
20059,11,12,21,27,30,32,10
20060,6,11,15,19,27,30,6
20061,1,6,14,25,26,27,7
20062,7,7,10,17,19,23,11
20063,5,7,15,16,22,24,8
20064,11,13,19,20,22,30,9
20065,3,12,15,18,27,29,7
20066,6,7,10,11,23,27,2
20067,5,6,13,21,24,28,13
20068,4,11,17,17,23,28,10
20069,8,8,11,23,25,28,6
20070,2,8,18,18,21,28,8
20071,2,5,12,21,25,28,6
20072,4,5,12,12,20,25,6
20073,2,5,12,16,26,29,12
20074,-1,1,13,14,19,23,4
20075,6,7,10,17,25,33,9
20076,5,14,19,26,26,30,11
20077,7,9,14,22,24,30,11
20078,6,10,15,20,26,30,6
20079,8,14,20,22,24,30,3
20080,2,10,12,21,27,32,10
20081,4,11,19,21,26,26,7
20082,4,12,19,23,28,34,5
20083,6,11,15,21,26,31,7
20084,4,10,17,20,22,26,7
20085,5,11,18,22,27,29,10
20086,6,12,15,18,20,29,11
20087,1,3,9,20,25,29,11
20088,6,11,16,19,25,30,10
20089,5,11,15,21,25,32,6
20090,6,17,19,20,25,30,13
20091,7,9,14,23,27,30,6
20092,8,13,13,17,25,29,11
20093,8,11,12,24,27,29,9
20094,6,10,15,23,29,32,8
20095,3,8,17,22,26,30,11
20096,0,6,9,23,23,25,15
20097,3,8,13,16,23,30,3
20098,5,9,15,19,27,30,9
20099,4,9,13,17,25,30,4
20100,6,7,10,17,29,32,12
20101,9,12,15,19,27,29,6
20102,9,11,13,20,29,34,8
20103,2,13,15,21,24,31,0
20104,8,15,18,24,27,33,8
20105,6,10,15,19,21,27,7
20106,5,12,18,18,23,30,8
20107,6,9,15,21,21,29,6
20108,4,5,8,25,25,27,13
20109,2,9,15,22,26,34,5
20110,4,11,17,20,25,32,6
20111,2,11,18,23,29,29,3
20112,0,5,14,21,24,26,13
20113,4,7,13,16,25,28,7
20114,1,6,15,21,26,26,9
20115,4,10,18,19,24,32,9
20116,3,9,13,19,21,31,11
20117,6,6,9,12,21,25,6
20118,6,10,14,16,25,30,10
20119,9,10,19,26,27,33,3
20120,5,12,18,23,26,31,7
20121,4,13,17,21,27,30,9
20122,4,7,13,15,26,29,14
20123,4,9,15,16,18,32,7
20124,7,11,18,21,23,27,8
20125,3,8,12,12,16,26,14
20126,4,7,20,22,26,27,5
20127,3,11,17,23,30,33,6
20128,7,9,13,18,21,26,4
20129,3,11,12,20,21,29,15
20130,6,7,12,20,26,28,6
20131,4,13,13,19,23,27,12
20132,6,13,19,26,28,30,9
20133,6,10,10,21,25,30,10
20134,2,5,11,18,24,28,10
20135,3,8,13,15,17,27,10
21002,5,6,6,17,21,26,6
21003,3,4,14,18,23,30,10
21004,8,10,13,19,22,26,5
21005,7,11,17,20,24,29,8
21006,2,6,11,18,19,27,12
21007,5,8,16,22,26,32,8
21008,4,7,19,24,26,28,13
21009,7,10,16,20,28,30,7
21010,4,6,7,13,23,26,8
21011,6,14,19,24,26,28,11
21012,1,8,14,21,24,32,8
21013,4,12,13,17,21,29,10
21014,11,13,15,21,26,31,9
21015,3,4,14,17,28,30,9
21016,5,9,12,17,23,31,6
21017,8,14,16,23,25,30,7
21018,4,6,11,22,27,27,7
21019,2,12,13,21,23,29,9
21020,0,8,15,19,26,32,4
21021,2,7,12,14,20,26,8
21022,6,9,16,21,24,28,7
21023,8,17,18,24,24,25,10
21024,3,9,12,21,22,27,10
21025,3,7,14,18,25,30,7
21026,3,6,11,13,28,29,13
21027,3,5,11,15,21,24,9
21028,3,8,12,15,22,30,6
21029,0,6,16,21,21,31,7
21030,6,9,18,19,26,31,6
21031,2,9,12,17,19,26,16
21032,7,12,15,18,19,25,8
21033,2,7,14,18,24,29,6
21034,4,12,13,20,27,27,8
21035,4,8,10,17,30,30,9
21036,4,4,10,15,24,27,7
21037,2,6,9,10,21,26,7
21038,6,13,18,19,27,31,9
21039,5,12,15,17,28,30,8
21040,4,10,21,24,25,27,8
21041,4,7,16,19,23,28,0
21042,2,9,14,18,20,29,4
21043,2,12,16,21,25,33,8
21044,3,13,14,22,24,30,8
21045,7,9,17,23,25,30,11
21046,3,8,11,17,24,27,6
21047,0,9,16,22,29,29,12
21048,5,12,17,20,22,31,10
21049,5,6,16,23,24,30,11
21050,3,7,15,22,25,26,4
21051,1,7,14,21,28,31,5
21052,4,10,11,20,20,31,14
21053,4,11,15,19,22,29,8
21054,2,7,16,16,22,28,5
21055,5,9,15,21,21,22,10
21056,1,5,13,21,23,30,9
21057,2,4,10,12,21,28,6
21058,3,10,10,19,19,29,7
21059,4,11,15,19,25,31,8
21060,5,8,11,20,25,31,11
21061,2,9,13,22,23,27,9
21062,7,9,19,21,26,31,12
21063,5,6,11,17,26,26,4
21064,2,10,14,23,25,32,12
21065,5,12,18,23,28,33,7
21066,4,10,11,20,24,29,6
21067,6,12,15,17,22,25,7
21068,9,11,16,20,24,25,9
21069,4,12,15,18,23,29,6
21070,3,9,16,18,25,29,6
21071,7,13,15,22,28,34,12
21072,5,7,9,20,24,29,8
21073,6,13,17,23,26,31,5
21074,9,12,17,22,26,30,7
21075,1,8,12,19,21,26,11
21076,3,7,14,16,24,29,5
21077,4,11,20,21,25,32,7
21078,3,15,17,19,23,30,8
21079,6,15,19,27,32,33,8
21080,7,11,18,20,26,33,8
21081,4,6,11,14,21,27,7
21082,6,12,15,21,24,30,13
21083,3,7,16,25,26,29,11
21084,8,12,17,19,24,31,8
21085,2,7,12,20,24,31,9
21086,3,10,14,18,23,30,5
21087,5,14,17,23,24,29,5
21088,9,13,16,21,27,31,6
21089,6,12,16,18,25,28,6
21090,9,16,19,23,27,31,8
21091,4,10,12,16,25,27,9
21092,3,11,12,14,22,32,5
21093,7,10,18,22,27,28,3
21094,4,7,13,20,28,31,9
21095,0,5,16,21,27,29,10
21096,6,11,20,24,25,30,3
21097,5,10,13,26,27,28,13
21098,3,7,9,17,24,29,8
21099,10,17,18,21,25,28,9
21100,1,9,10,13,19,21,11
21101,4,10,19,24,26,33,7
21102,4,10,11,26,26,32,7
21103,14,17,21,24,25,25,3
21104,4,8,15,20,25,29,8
21105,5,14,19,24,28,32,6
21106,4,11,12,20,23,29,6
21107,3,5,7,16,20,27,5
21108,4,9,19,23,26,27,7
21109,4,7,11,20,24,31,11
21110,4,9,15,17,23,28,4
21111,6,12,17,19,24,27,1
21112,1,9,22,22,27,28,9
21113,6,12,14,24,26,30,8
21114,6,9,17,18,25,31,12
21115,5,10,11,19,26,26,10
21116,9,9,17,20,24,25,10
21117,2,9,12,18,20,28,10
21118,9,13,18,22,25,29,11
21119,6,8,14,17,24,31,11
21120,9,12,19,23,29,33,7
21121,9,9,13,18,23,25,9
21122,5,13,18,25,29,30,9
21123,7,8,15,15,26,33,18
21124,4,9,15,18,23,29,9
21125,1,6,12,13,23,24,11
21126,3,9,14,16,22,28,9
21127,5,15,16,20,27,32,6
21128,6,7,11,18,24,29,8
21129,1,9,10,10,23,27,12
21130,3,6,15,19,26,31,4
21131,3,5,13,18,22,24,13
21132,6,7,13,20,25,32,5
21133,4,8,19,20,25,28,0
21134,8,10,20,24,24,28,9
21135,2,8,10,14,14,28,11
21136,6,11,16,21,25,28,9
21137,2,8,15,23,31,31,9
21138,0,3,12,17,18,24,6
21139,2,9,15,17,25,30,4
21140,8,11,18,22,28,31,10
21141,6,9,14,18,22,28,7
21142,6,9,18,19,25,27,12
21143,5,7,18,21,27,29,3
21144,5,11,12,18,29,33,9
21145,1,3,6,15,18,24,16
21146,5,13,14,16,24,25,8
21147,5,6,13,19,20,25,7
21148,3,10,10,20,24,26,16
21149,8,12,16,18,20,25,8
21150,2,6,11,20,24,31,14
21151,3,9,14,15,23,25,5
22002,5,10,11,12,24,28,5
22003,4,8,12,17,25,27,12
22004,4,8,11,19,23,28,9
22005,4,8,15,20,24,28,16
22006,1,5,6,19,28,30,7
22007,4,6,13,13,21,29,8
22008,4,11,19,24,25,30,10
22009,1,7,12,22,25,27,13
22010,4,8,12,13,20,23,6
22011,4,10,11,17,21,28,4
22012,6,13,15,20,24,28,6
22013,3,9,16,19,25,32,13
22014,3,5,11,14,21,30,10
22015,4,7,12,19,24,33,14
22016,4,9,12,19,25,29,7
22017,4,11,18,24,26,31,8
22018,5,7,16,19,25,31,8
22019,4,5,7,17,25,29,11
22020,4,7,14,18,22,29,8
22021,2,8,9,14,19,28,9
22022,4,12,20,25,27,32,5
22023,4,5,14,18,26,30,8
22024,2,6,9,15,25,29,6
22025,4,7,11,14,25,32,6
22026,3,8,15,15,18,22,9
22027,0,6,15,21,26,30,12
22028,11,12,12,14,21,22,3
22029,2,9,10,15,23,26,7
22030,2,9,11,16,25,29,9
22031,3,9,10,17,22,27,6
22032,4,12,18,23,29,33,10
22033,11,11,16,22,24,30,7
22034,1,8,17,22,26,29,8
22035,5,9,18,23,25,29,6
22036,3,8,17,21,24,25,6
