"n","a1","a2","a3","a4","a5","a6","b1"
16005,7,8,16,20,26,31,7
16006,3,7,8,19,20,29,8
16007,9,10,13,14,25,31,3
16008,7,11,20,21,23,29,7
16009,2,9,13,17,24,28,10
16010,0,9,18,21,28,31,11
16011,4,14,20,22,24,28,7
16012,5,10,12,19,25,29,2
16013,3,7,14,19,24,30,12
16014,8,10,15,20,27,29,13
16015,2,9,13,22,25,29,8
16016,4,13,13,18,24,27,10
16017,4,16,21,27,27,34,6
16018,5,12,20,22,26,28,6
16019,8,10,14,20,27,30,8
16020,5,9,10,18,22,33,10
16021,3,7,14,16,21,27,8
16022,6,11,16,20,26,31,8
16023,4,8,10,17,23,27,12
16024,3,10,14,22,23,30,15
16025,7,13,15,19,21,29,7
16026,4,9,12,16,21,28,6
16027,3,10,15,17,19,30,3
16028,9,12,14,25,26,28,14
16029,5,9,15,17,22,28,11
16030,5,12,18,22,25,31,6
16031,4,8,11,20,21,30,0
16032,-1,2,8,18,19,30,9
16033,3,11,15,24,25,32,14
16034,4,10,14,21,24,27,8
16035,3,10,11,16,23,25,13
16036,6,10,12,20,28,30,10
16037,0,6,14,21,27,30,12
16038,7,13,20,23,27,28,8
16039,3,10,14,16,23,23,12
16040,7,10,13,19,28,32,9
16041,7,9,18,21,24,26,14
16042,3,3,7,11,19,29,14
16043,8,13,15,18,24,33,9
16044,4,5,8,15,20,28,3
16045,8,12,19,21,28,32,11
16046,5,10,16,21,24,26,9
16047,8,11,19,23,26,31,14
16048,6,6,12,21,23,28,9
16049,4,12,12,18,22,26,15
16050,7,10,15,18,27,29,8
16051,11,11,14,19,25,28,7
16052,11,13,14,22,30,31,7
16053,2,4,12,13,22,29,11
16054,4,9,11,17,25,28,7
16055,8,9,15,24,28,31,7
16056,4,7,11,12,21,23,13
16057,3,8,16,17,24,29,15
16058,2,7,11,15,17,25,6
16059,4,10,13,20,24,28,9
16060,7,12,13,20,22,27,11
16061,10,11,17,22,26,30,10
16062,5,10,13,19,24,31,7
16063,2,9,13,22,24,28,11
16064,6,11,17,19,26,28,8
16065,3,8,14,25,27,31,7
16066,4,13,14,25,27,29,10
16067,5,10,13,16,23,30,15
16068,6,6,9,11,23,25,4
16069,7,13,19,20,23,28,5
16070,7,10,16,22,26,29,12
16071,5,11,14,23,26,30,7
16072,8,14,15,17,23,31,6
16073,3,6,12,15,22,29,10
16074,5,8,12,15,20,24,7
16075,7,9,10,18,24,27,8
16076,4,7,11,26,28,28,10
16077,8,16,17,22,29,31,16
16078,8,12,18,19,27,31,12
16079,5,11,12,21,26,29,9
16080,3,10,15,21,21,30,4
16081,2,5,8,12,17,29,11
16082,5,11,15,20,25,29,8
16083,5,5,11,17,29,33,5
16084,5,12,17,20,24,28,10
16085,9,15,17,18,20,29,7
16086,4,10,17,18,22,29,14
16087,4,18,19,23,27,31,6
16088,7,11,13,19,28,33,6
16089,5,9,15,17,21,28,12
16090,6,7,15,17,22,28,5
16091,4,13,15,17,20,28,13
16092,7,8,17,21,27,31,2
16093,12,12,17,17,23,30,10
16094,7,8,15,24,26,27,11
16095,3,9,15,23,23,29,8
16096,6,9,13,17,23,30,12
16097,6,11,16,23,27,29,12
16098,11,16,22,23,27,28,7
16099,3,12,15,18,23,32,7
16100,6,12,17,19,25,29,10
16101,6,10,18,21,26,28,3
16102,8,12,16,21,23,32,13
16103,9,10,16,19,24,26,12
16104,4,7,18,19,24,33,13
16105,1,8,9,17,23,28,6
16106,5,8,8,21,26,29,9
16107,8,11,16,21,27,32,9
16108,2,6,13,20,29,30,13
16109,3,9,11,14,23,29,10
16110,6,7,13,16,16,29,12
16111,2,9,9,18,24,32,3
16112,3,9,12,19,21,29,10
16113,4,13,23,23,25,31,4
16114,7,13,17,18,25,27,11
16115,5,6,16,19,23,28,10
16116,5,7,16,20,24,28,8
16117,10,14,16,24,25,31,15
16118,5,8,13,17,22,26,4
16119,6,7,16,18,22,28,8
16120,13,13,14,21,24,28,7
16121,4,12,16,20,28,28,8
16122,5,10,12,15,23,28,9
16123,6,12,13,18,21,29,14
16124,8,12,20,21,25,28,11
16125,4,6,20,23,29,33,8
16126,6,10,12,21,28,34,8
16127,7,16,18,20,22,28,7
16128,8,12,16,19,27,31,8
16129,7,12,14,21,24,31,10
16130,9,15,21,22,29,30,12
16131,6,8,18,19,20,27,7
16132,3,10,11,20,26,30,7
16133,5,8,13,19,22,27,9
16134,6,12,22,24,28,28,6
16135,2,6,9,17,21,23,13
16136,6,13,18,21,24,27,11
16137,11,11,15,18,24,29,12
16138,9,16,26,28,30,30,10
16139,2,10,13,17,19,24,7
16140,7,11,15,21,25,28,7
16141,5,10,15,20,21,25,8
16142,5,11,18,23,25,29,4
16143,5,7,13,17,25,30,7
16144,5,10,11,17,23,30,7
16145,6,13,15,17,22,29,7
16146,2,4,16,17,19,28,11
16147,4,9,12,19,23,26,14
16148,4,10,16,18,20,24,18
16149,2,8,10,20,23,25,8
16150,8,8,13,16,22,28,13
16151,3,6,11,16,24,29,6
16152,9,9,13,18,23,28,10
16153,5,15,16,23,28,28,12
16154,7,12,17,19,24,28,9
17002,4,9,13,16,26,32,8
17003,8,9,9,16,20,28,8
17004,2,7,13,15,19,29,9
17005,6,8,12,19,21,31,7
17006,2,13,18,19,22,24,9
17007,6,10,20,24,25,32,8
17008,4,7,14,21,23,30,8
17009,2,7,10,20,22,26,10
17010,5,12,12,22,26,30,10
17011,5,9,13,18,23,28,9
17012,2,7,10,19,24,28,6
17013,5,10,13,19,22,22,10
17014,2,7,10,14,19,29,6
17015,3,4,16,19,24,24,8
17016,3,10,16,19,24,29,6
17017,5,13,16,16,20,26,5
17018,3,8,17,19,22,23,6
17019,4,12,12,14,21,30,-1
17020,8,10,12,14,20,23,13
17021,6,12,17,21,23,28,9
17022,3,11,18,23,25,28,10
17023,6,15,16,18,23,32,10
17024,4,9,16,22,30,31,4
17025,5,8,11,22,25,30,8
17026,4,11,12,15,23,32,13
17027,7,7,8,10,10,12,10
17028,6,7,13,15,28,30,9
17029,4,11,15,17,21,27,7
17030,5,10,13,17,23,30,13
17031,5,9,10,21,24,31,11
17032,8,15,19,23,28,33,10
17033,8,16,17,23,24,26,6
17034,7,8,10,14,24,27,6
17035,3,8,13,24,24,29,6
17036,1,6,10,19,26,29,19
17037,7,16,24,24,28,30,5
17038,4,9,13,15,25,28,6
17039,6,8,17,24,28,32,11
17040,0,7,16,19,25,30,6
17041,2,7,13,13,20,25,8
17042,6,9,12,21,25,28,7
17043,4,9,19,21,24,30,9
17044,4,8,13,19,24,30,12
17045,4,9,17,19,26,28,4
17046,8,14,18,20,24,32,5
17047,4,7,14,16,25,27,7
17048,6,13,17,21,21,26,13
17049,5,10,12,18,25,32,10
17050,3,10,11,19,23,33,15
17051,2,6,11,18,25,28,10
17052,6,11,19,24,28,32,8
17053,3,8,15,23,26,30,4
17054,2,8,9,20,23,30,6
17055,4,7,13,18,23,29,8
17056,6,11,13,16,22,27,12
17057,10,16,17,20,26,31,7
17058,7,8,14,21,31,33,7
17059,3,11,16,23,27,29,8
17060,6,9,11,22,27,32,3
17061,4,10,19,21,26,28,8
17062,3,4,12,23,31,31,7
17063,6,11,13,17,22,22,14
17064,4,6,12,19,27,30,9
17065,6,9,13,21,24,31,11
17066,6,10,12,21,26,27,7
17067,2,9,12,22,24,27,10
17068,4,9,14,15,20,30,10
17069,2,5,13,22,25,26,3
17070,5,6,7,20,21,28,7
17071,3,7,11,18,23,26,12
17072,4,8,10,18,23,26,3
17073,2,10,16,18,24,32,10
17074,5,14,17,18,18,26,16
17075,4,7,14,15,23,27,9
17076,5,6,15,19,25,29,9
17077,6,8,10,18,26,27,9
17078,6,8,16,24,25,30,3
17079,3,9,13,15,20,25,9
17080,6,8,12,20,22,29,13
17081,4,10,11,19,26,29,7
17082,4,6,13,19,22,28,7
17083,1,9,13,22,22,28,9
17084,4,8,14,20,27,31,8
17085,8,13,16,16,23,28,9
17086,6,12,15,21,24,29,11
17087,6,13,16,21,22,27,7
17088,7,9,19,21,23,30,14
17089,4,6,20,20,25,28,12
17090,4,9,15,23,28,29,9
17091,8,12,16,20,25,28,8
17092,5,9,14,20,23,29,6
17093,4,10,20,20,23,28,9
17094,6,11,17,26,28,31,4
17095,8,13,16,19,20,28,13
17096,7,16,17,21,27,30,11
17097,3,7,18,20,23,27,7
17098,3,8,19,20,21,32,12
17099,11,15,17,20,26,28,10
17100,4,7,12,13,15,20,11
17101,4,6,12,18,23,30,9
17102,1,9,13,13,17,21,15
17103,2,8,16,26,29,30,14
17104,4,10,15,17,21,27,7
17105,9,15,16,20,22,29,9
17106,8,9,11,19,21,29,5
17107,1,5,11,21,27,29,9
17108,6,11,13,15,25,28,6
17109,8,11,13,21,26,30,9
17110,9,11,12,18,19,32,7
17111,6,11,12,18,21,31,10
17112,4,9,12,21,25,30,6
17113,8,10,13,13,14,24,6
17114,4,9,14,17,22,27,10
17115,8,9,14,16,30,32,7
17116,10,10,15,22,29,31,8
17117,6,10,12,19,23,33,10
17118,5,6,13,22,24,28,7
17119,2,6,8,15,19,25,10
17120,5,10,14,20,25,28,8
17121,8,9,15,16,21,25,9
17122,8,16,20,25,27,31,3
17123,12,15,19,23,29,33,9
17124,8,13,15,21,21,28,7
17125,8,8,15,22,23,26,2
17126,6,12,12,17,25,25,4
17127,3,8,8,18,20,26,10
17128,5,8,15,17,18,30,9
17129,6,12,20,20,28,30,10
17130,8,9,9,17,20,24,5
17131,8,17,18,25,27,31,13
17132,8,10,14,14,15,27,5
17133,2,13,14,20,24,31,5
17134,3,8,9,16,27,28,6
17135,8,10,15,23,26,29,10
17136,3,7,17,23,25,31,5
17137,3,13,13,17,19,30,12
17138,4,11,17,17,24,27,7
17139,8,11,13,17,26,29,7
17140,3,8,13,19,21,23,6
17141,8,11,12,17,27,30,12
17142,3,4,13,14,15,29,9
17143,6,12,16,17,20,31,5
17144,6,15,15,22,27,28,9
17145,3,6,14,17,26,30,5
17146,3,6,14,18,20,27,9
17147,2,11,15,21,25,28,6
17148,6,7,14,14,20,24,11
17149,5,5,19,19,25,30,7
17150,7,17,18,18,23,28,17
17151,3,13,18,21,21,27,9
17152,4,6,12,23,27,32,5
17153,6,7,12,18,24,30,5
17154,5,9,12,20,24,32,6
17155,6,10,14,19,23,25,12
18002,4,12,16,23,25,31,1
18003,7,7,16,17,25,29,10
18004,0,6,8,20,21,31,5
18005,4,10,16,24,27,29,5
18006,6,9,15,19,24,30,9
18007,3,9,14,16,21,28,7
18008,4,5,13,17,25,28,8
18009,1,6,21,24,31,33,7
18010,7,13,14,19,29,30,8
18011,8,12,14,19,22,28,10
18012,6,12,18,22,27,31,5
18013,3,8,13,13,18,29,9
18014,5,18,18,19,27,29,14
18015,2,8,15,20,28,30,9
18016,11,18,18,19,21,30,14
18017,2,5,6,16,28,32,11
18018,6,11,17,18,26,32,4
18019,2,10,13,17,24,31,6
18020,5,8,14,19,27,27,7
18021,10,20,21,22,30,30,11
18022,5,9,10,15,26,27,17
18023,8,11,18,22,23,30,8
18024,4,12,14,18,22,29,10
18025,4,10,13,20,26,28,9
18026,4,6,11,18,23,26,4
18027,8,9,13,24,26,31,5
18028,6,9,9,16,17,29,7
18029,6,14,17,21,24,30,9
18030,3,5,13,16,19,27,14
18031,7,10,16,18,25,28,9
18032,3,10,14,22,25,31,7
18033,8,14,18,22,23,29,4
18034,5,6,10,15,16,30,3
18035,3,11,16,20,27,30,14
18036,4,8,16,18,26,31,1
18037,8,14,18,19,25,32,16
18038,6,11,16,17,18,31,14
18039,5,11,11,19,25,30,7
18040,3,6,13,17,27,31,9
18041,5,10,16,24,28,30,13
18042,2,6,12,13,20,24,11
18043,7,10,15,22,29,30,10
18044,7,11,14,22,25,29,8
18045,7,10,15,19,26,33,2
18046,10,10,17,19,27,31,9
18047,6,18,22,24,26,30,4
18048,7,12,14,18,20,28,10
18049,9,12,13,16,23,23,10
18050,6,10,14,23,27,32,9
18051,5,8,11,19,20,31,7
18052,6,9,11,18,20,27,10
18053,1,8,9,16,20,27,9
18054,1,7,12,16,21,26,10
18055,7,8,15,24,24,30,8
18056,6,9,14,16,21,23,9
18057,5,12,13,17,29,33,8
18058,2,6,12,22,25,26,4
18059,2,9,14,18,21,28,9
18060,5,9,12,24,27,31,8
18061,4,9,18,23,26,28,4
18062,5,9,10,16,19,24,5
18063,8,10,11,13,14,19,4
18064,6,13,17,21,22,27,14
18065,7,13,15,25,26,28,14
18066,6,11,18,19,20,30,10
18067,6,17,19,25,30,32,11
18068,8,13,15,15,24,28,11
18069,4,9,12,15,23,28,8
18070,6,11,18,20,22,26,7
18071,1,8,9,10,21,24,14
18072,2,7,11,17,24,30,2
18073,8,8,12,14,23,28,5
18074,1,6,13,26,29,30,8
18075,4,5,13,15,23,28,10
18076,7,16,17,21,28,28,11
18077,6,7,10,18,19,30,11
18078,2,12,15,15,30,32,3
18079,8,10,14,19,27,33,12
18080,2,10,17,21,22,26,8
18081,4,11,18,22,28,32,13
18082,3,6,12,24,27,29,5
18083,3,11,19,20,23,30,12
18084,3,9,11,19,22,27,10
18085,6,11,14,17,23,31,6
18086,7,9,13,15,21,24,9
18087,4,11,12,13,20,27,13
18088,7,12,14,17,20,26,6
18089,7,10,19,23,25,27,11
18090,1,6,16,20,25,26,6
18091,3,9,16,18,22,30,12
18092,1,4,7,14,19,31,5
18093,3,6,10,15,21,25,5
18094,4,8,14,19,25,28,10
18095,2,11,12,23,28,29,7
18096,7,7,15,20,25,29,6
18097,4,8,17,22,23,30,5
18098,7,13,15,20,25,29,10
18099,2,8,17,18,23,31,8
18100,-1,7,10,13,28,31,7
18101,2,6,14,18,25,30,7
18102,5,13,19,20,24,30,10
18103,3,7,13,18,24,26,11
18104,3,4,6,15,19,25,5
18105,3,11,20,20,26,30,2
18106,6,10,14,19,26,29,14
18107,8,15,16,19,24,27,11
18108,5,13,16,23,27,29,11
18109,5,11,15,20,23,26,7
18110,6,7,17,26,29,33,12
18111,3,11,11,21,27,31,1
18112,6,11,14,14,20,27,11
18113,0,10,13,17,23,25,4
18114,6,12,20,21,21,25,9
18115,2,6,8,14,21,23,4
18116,1,5,12,17,25,25,7
18117,6,14,19,23,25,32,13
18118,8,8,9,15,20,29,14
18119,7,14,17,21,21,28,10
18120,1,8,9,12,19,26,10
18121,4,10,17,20,24,26,9
18122,4,5,14,14,26,27,13
18123,6,9,16,18,25,29,11
18124,4,9,16,22,25,29,9
18125,4,10,14,17,27,29,2
18126,6,12,15,16,28,31,6
18127,3,9,14,20,21,30,12
18128,9,13,16,19,24,30,12
18129,7,11,12,19,22,29,15
18130,2,7,13,15,19,28,8
18131,3,9,9,21,26,31,2
18132,7,9,12,15,18,29,14
18133,5,6,8,15,23,28,13
18134,9,13,17,21,23,28,10
18135,6,8,14,20,25,29,8
18136,1,5,16,25,27,31,6
18137,3,6,10,14,21,27,6
18138,6,7,12,18,23,25,9
18139,6,9,12,18,25,26,10
18140,6,14,16,21,24,27,-1
18141,3,9,14,15,24,33,6
18142,4,10,18,23,26,29,6
18143,9,9,16,22,27,28,2
18144,8,10,10,16,24,30,6
18145,4,9,14,20,24,24,12
18146,3,10,15,25,29,30,12
18147,5,12,17,18,23,28,13
18148,5,11,15,18,21,28,4
18149,4,8,16,23,23,31,5
18150,3,8,12,14,20,27,3
18151,4,12,17,20,23,27,5
18152,3,8,9,13,21,28,9
18153,6,14,14,16,23,26,4
18154,5,10,16,20,26,29,9
19002,5,11,18,25,27,31,12
19003,3,12,19,28,29,30,9
19004,6,11,13,20,21,26,15
19005,8,8,13,13,21,29,6
19006,7,9,14,18,19,29,7
19007,4,7,13,19,22,29,9
19008,6,7,12,14,18,28,11
19009,3,5,13,16,24,28,9
19010,5,15,16,20,28,31,10
19011,1,4,11,17,24,27,9
19012,7,12,13,20,26,28,10
19013,6,16,23,27,33,34,10
19014,5,8,21,25,28,30,6
19015,4,7,15,19,21,31,5
19016,3,5,12,17,22,29,4
19017,1,12,13,14,24,27,13
19018,4,6,15,20,22,27,15
19019,6,10,17,20,27,30,5
19020,8,12,14,17,26,28,9
19021,4,9,13,20,24,29,11
19022,7,13,14,18,22,30,4
19023,4,8,10,18,25,25,7
19024,3,10,12,20,26,31,8
19025,4,12,16,22,23,27,15
19026,3,6,9,19,21,27,10
19027,5,11,12,19,22,27,6
19028,3,11,12,18,22,31,12
19029,6,14,20,20,24,27,12
19030,3,9,12,15,24,30,7
19031,5,9,13,16,17,24,12
19032,4,5,15,20,26,27,12
19033,11,12,22,26,27,30,8
19034,6,8,10,18,20,26,7
19035,6,12,13,17,23,30,4
19036,7,8,14,21,27,30,6
19037,5,13,14,17,24,28,13
19038,4,6,19,23,26,31,11
19039,-1,10,15,23,26,28,7
19040,5,8,16,18,22,29,8
19041,6,10,16,19,20,24,9
19042,7,10,16,17,23,28,10
19043,9,11,15,19,23,31,4
19044,5,11,14,17,21,26,11
19045,8,9,13,18,23,27,5
19046,5,6,9,16,21,29,3
19047,4,8,13,19,26,29,7
19048,7,8,16,24,26,31,10
19049,1,6,11,22,24,29,7
19050,4,10,19,19,20,30,9
19051,3,8,16,20,26,27,10
19052,6,13,22,26,26,27,5
19053,7,7,9,14,21,28,10
19054,3,7,15,17,26,27,9
19055,7,9,17,20,25,30,7
19056,1,7,14,17,20,23,10
19057,7,9,12,20,26,28,11
19058,4,12,13,21,29,30,8
19059,4,11,15,19,21,34,7
19060,4,9,15,17,23,30,11
19061,3,10,12,17,22,25,9
19062,5,8,9,13,19,29,9
19063,4,12,21,23,27,32,7
19064,4,9,16,19,21,29,7
19065,7,11,18,23,23,30,5
19066,7,12,12,20,20,27,13
19067,9,11,14,15,16,27,11
19068,2,8,9,14,22,27,10
19069,4,12,15,17,21,26,10
19070,8,12,18,22,28,36,13
19071,2,7,13,15,21,25,15
19072,1,15,15,23,23,26,12
19073,5,7,10,15,18,28,8
19074,4,8,10,19,27,31,5
19075,0,7,12,21,24,28,8
19076,4,16,17,20,22,28,2
19077,5,9,16,17,19,27,10
19078,2,6,10,17,21,30,10
19079,6,10,17,19,24,28,10
19080,1,8,12,17,28,32,5
19081,4,6,15,18,24,31,4
19082,2,6,16,18,22,29,7
19083,4,7,17,20,28,31,11
19084,6,9,14,21,26,31,9
19085,4,5,11,13,19,28,9
19086,6,8,15,19,23,27,11
19087,4,11,13,15,22,24,12
19088,7,9,14,21,25,26,9
19089,8,12,13,21,25,29,11
19090,6,9,17,17,20,27,9
19091,6,8,11,16,23,28,11
19092,7,10,13,21,24,30,13
19093,7,12,15,17,23,29,14
19094,3,9,10,12,21,22,4
19095,6,12,12,14,27,28,8
19096,6,10,14,16,23,29,9
19097,6,12,14,15,21,27,5
19098,7,10,21,22,25,27,11
19099,8,11,13,19,24,27,7
19100,6,12,16,23,24,30,10
19101,4,10,13,15,19,25,7
19102,6,8,14,20,23,28,11
19103,7,11,17,25,28,32,6
19104,4,7,13,17,22,29,11
19105,10,14,15,21,21,27,10
19106,1,6,8,11,17,26,11
19107,3,10,14,17,22,23,8
19108,6,12,19,23,23,27,5
19109,4,11,14,16,23,26,14
19110,4,7,11,14,18,26,13
19111,9,10,18,19,21,28,8
19112,4,10,14,19,22,31,10
19113,4,9,14,22,22,30,8
19114,1,6,7,23,23,28,5
19115,2,6,12,17,21,21,10
19116,6,6,17,22,24,31,6
19117,5,9,13,15,25,25,8
19118,6,13,19,24,25,27,11
19119,2,7,7,12,20,27,9
19120,2,7,8,14,21,27,6
19121,4,5,13,15,23,27,3
19122,6,8,14,15,22,29,12
19123,5,8,15,23,23,32,13
19124,5,9,10,19,26,29,7
19125,6,10,17,18,24,30,10
19126,7,11,15,21,22,28,10
19127,10,16,20,25,29,30,1
19128,4,9,14,16,24,26,10
19129,6,10,13,20,25,26,5
19130,6,12,14,23,23,25,6
19131,1,6,8,14,23,23,9
19132,8,9,12,18,26,26,11
19133,7,11,14,15,21,29,11
19134,9,12,12,19,23,28,8
19135,4,5,15,17,27,28,7
19136,5,7,11,18,22,27,14
19137,5,13,20,23,24,29,18
19138,6,7,12,20,20,24,7
19139,3,5,8,17,18,23,11
19140,8,11,11,19,23,30,9
19141,3,12,12,20,27,30,4
19142,6,8,12,18,22,28,1
19143,4,9,9,14,25,31,7
19144,3,4,11,22,24,26,8
19145,6,12,16,21,25,31,6
19146,6,9,22,22,24,29,8
19147,5,11,12,17,27,29,10
19148,7,12,14,14,17,27,12
19149,1,5,13,17,21,29,8
19150,7,11,18,21,22,29,11
19151,6,11,15,17,21,26,12
19152,2,7,11,19,24,26,10
20002,5,6,13,26,27,28,5
20003,1,5,12,17,21,31,4
20004,8,9,15,20,21,25,6
20005,5,9,20,22,26,28,14
20006,3,9,16,23,28,28,10
20007,6,13,15,24,24,25,9
20008,4,9,13,18,20,22,8
20009,6,7,12,17,19,28,8
20010,3,4,7,20,25,27,11
20011,5,5,9,14,16,28,10
20012,5,7,12,15,22,28,5
20013,5,8,11,18,24,28,14
20014,7,12,18,22,25,31,9
20015,2,9,10,17,18,23,11
20016,6,7,11,16,20,24,6
20017,0,7,9,20,24,28,12
20018,2,8,16,22,23,32,11
20019,5,5,9,19,20,22,9
20020,-1,5,20,24,30,31,13
20021,5,10,14,19,22,28,7
20022,5,7,9,12,18,24,7
20023,12,19,22,23,27,30,12
20024,8,12,16,17,26,28,12
20025,3,6,16,26,29,31,6
20026,6,14,21,28,33,33,5
20027,6,11,19,25,27,32,8
20028,5,11,17,19,23,30,4
20029,3,10,11,16,18,28,6
20030,5,9,17,20,26,27,6
20031,2,7,14,21,24,30,12
20032,3,9,13,18,23,25,0
20033,2,10,13,16,25,28,9
20034,9,10,18,21,31,34,10
20035,3,8,11,13,20,27,11
20036,2,2,10,17,18,23,10
20037,5,16,17,26,31,31,7
20038,3,12,16,21,27,29,12
20039,2,7,14,19,21,28,12
20040,7,11,13,23,26,26,4
20041,2,8,12,19,24,24,10
20042,7,13,13,24,26,31,6
20043,4,4,13,14,16,25,15
20044,7,11,16,23,27,30,7
20045,6,7,9,15,16,29,11
20046,-2,5,6,16,18,22,5
20047,5,7,10,20,23,30,5
20048,7,12,19,20,24,29,13
20049,5,10,14,16,25,25,3
20050,3,8,15,20,24,27,8
20051,6,7,10,20,29,29,10
20052,6,10,12,16,27,28,9
20053,4,8,16,20,30,31,6
20054,8,9,17,23,25,28,9
20055,8,12,15,19,27,31,15
20056,3,5,14,18,23,28,11
