"n","a1","a2","a3","a4","a5","a6","b1"
8099,6,11,15,21,26,30,9
8100,6,16,19,21,27,31,8
8101,5,13,16,21,27,32,7
8102,4,13,19,21,24,29,7
8103,2,7,12,19,26,30,6
8104,2,10,12,15,21,27,13
8105,2,5,17,23,28,29,9
8106,13,17,18,23,25,28,12
8107,9,13,17,19,22,23,5
8108,8,8,16,19,24,29,6
8109,3,12,16,21,29,32,10
8110,4,8,13,21,28,30,7
8111,7,12,19,23,24,32,4
8112,9,17,21,23,28,30,7
8113,6,8,11,16,21,28,6
8114,4,9,19,19,27,29,10
8115,4,12,14,19,25,30,10
8116,5,10,16,19,24,30,10
8117,4,10,13,20,20,28,5
8118,5,6,13,20,22,29,14
8119,6,9,10,17,22,31,9
8120,5,9,13,22,24,31,6
8121,9,11,16,24,26,26,5
8122,3,12,15,24,28,30,5
8123,4,7,15,16,28,32,6
8124,3,10,17,23,28,32,4
8125,7,14,18,26,28,31,12
8126,3,5,12,18,21,26,12
8127,5,11,14,19,27,31,6
8128,5,9,11,11,19,29,7
8129,6,11,15,21,23,32,11
8130,3,8,14,16,18,30,6
8131,7,8,15,19,23,29,7
8132,2,5,9,17,20,28,8
8133,2,10,12,13,19,28,11
8134,7,8,15,20,21,29,9
8135,10,16,16,20,23,28,11
8136,3,11,15,23,24,26,8
8137,7,11,17,26,28,31,5
8138,6,12,13,21,25,33,2
8139,10,11,18,19,25,30,11
8140,2,9,16,18,22,25,3
8141,5,6,12,16,24,27,13
8142,3,12,13,19,27,30,7
8143,4,12,15,18,23,30,7
8144,6,14,17,19,27,30,10
8145,6,10,10,21,28,28,6
8146,6,8,14,15,23,26,6
8147,4,11,14,18,21,31,11
8148,4,12,13,21,25,27,4
8149,2,10,13,16,23,28,9
8150,6,11,21,23,25,32,6
8151,8,18,21,25,27,31,7
8152,3,10,22,23,24,30,13
8153,5,10,13,17,25,27,12
8154,0,4,10,17,18,29,5
9002,3,10,12,20,20,22,9
9003,3,11,12,15,21,25,11
9004,3,9,11,17,23,24,10
9005,4,7,13,21,28,29,13
9006,2,11,17,20,29,30,8
9007,5,8,10,20,27,27,11
9008,4,10,16,22,26,30,11
9009,3,4,9,16,21,30,12
9010,8,13,19,25,28,30,8
9011,5,8,18,23,27,29,9
9012,3,9,16,21,27,29,10
9013,3,8,15,19,24,28,7
9014,1,7,10,16,21,32,5
9015,6,10,14,21,25,28,13
9016,3,7,12,17,22,25,10
9017,4,6,13,18,19,24,0
9018,8,9,10,10,18,29,9
9019,7,17,18,22,30,31,6
9020,5,9,13,21,24,28,12
9021,5,8,13,14,25,32,3
9022,1,6,11,15,25,25,12
9023,3,7,16,21,22,27,6
9024,5,8,15,22,26,29,13
9025,6,11,18,22,24,32,12
9026,4,10,17,21,27,31,13
9027,2,7,13,20,21,31,9
9028,5,10,15,18,27,32,9
9029,4,6,11,14,24,28,6
9030,5,11,14,27,27,32,9
9031,5,12,18,21,28,31,5
9032,6,12,14,19,21,24,11
9033,1,9,14,15,19,24,12
9034,3,9,10,23,24,30,11
9035,3,9,13,19,28,29,6
9036,7,12,16,23,27,27,7
9037,5,11,14,19,25,29,9
9038,3,13,15,20,21,28,9
9039,6,9,21,24,26,35,2
9040,2,10,15,18,26,31,6
9041,3,7,16,22,24,28,8
9042,3,13,17,22,24,25,7
9043,11,14,17,22,25,31,9
9044,5,6,15,22,26,30,5
9045,5,7,11,15,18,26,10
9046,3,4,11,19,24,26,12
9047,8,13,21,24,28,30,10
9048,6,8,14,14,26,30,11
9049,6,14,14,22,29,29,6
9050,6,9,16,18,23,29,12
9051,3,9,18,22,27,32,1
9052,7,12,21,23,26,28,10
9053,8,9,18,20,29,29,6
9054,3,9,17,19,26,28,8
9055,10,14,18,20,24,25,9
9056,3,7,15,16,22,27,9
9057,4,10,15,18,27,30,8
9058,6,10,19,23,27,30,3
9059,6,10,12,18,23,31,6
9060,2,6,13,16,24,28,8
9061,4,6,12,15,26,31,9
9062,5,5,16,18,22,27,2
9063,5,12,13,21,23,26,9
9064,4,12,14,24,28,32,7
9065,5,10,12,20,24,28,8
9066,4,10,12,22,25,32,4
9067,8,11,18,19,21,31,9
9068,3,6,17,20,27,30,6
9069,9,10,18,20,24,27,8
9070,5,7,13,16,23,29,11
9071,3,10,14,16,25,28,10
9072,5,9,11,25,25,32,7
9073,6,9,11,22,25,31,12
9074,5,12,20,24,27,31,9
9075,9,12,17,23,27,33,7
9076,4,12,14,20,28,30,6
9077,10,15,19,24,26,32,10
9078,1,9,13,21,26,30,10
9079,4,4,16,17,19,27,5
9080,4,8,9,12,16,30,11
9081,2,9,13,21,22,28,8
9082,7,11,19,22,24,26,10
9083,5,12,14,20,23,27,8
9084,3,9,9,15,17,26,11
9085,5,11,12,18,20,24,5
9086,4,6,9,18,25,28,10
9087,9,17,21,22,29,29,10
9088,6,7,11,18,24,25,8
9089,3,4,9,11,14,26,8
9090,6,10,15,21,26,29,10
9091,3,9,11,16,21,27,10
9092,2,8,13,17,23,27,8
9093,4,8,17,20,27,31,12
9094,6,9,12,16,23,30,2
9095,6,13,14,17,24,29,5
9096,6,10,12,16,22,23,6
9097,2,7,8,19,22,27,4
9098,7,10,11,16,26,31,7
9099,5,7,10,15,24,30,10
9100,2,10,11,19,22,26,8
9101,6,12,15,21,24,30,10
9102,1,5,9,18,24,28,11
9103,6,8,19,25,26,31,9
9104,6,8,12,17,19,26,7
9105,3,6,12,16,25,25,7
9106,6,12,14,15,21,23,7
9107,8,8,9,19,19,26,6
9108,4,8,13,22,24,30,6
9109,6,16,17,22,23,31,4
9110,6,9,12,23,24,30,5
9111,6,10,16,18,25,31,8
9112,2,10,14,17,24,29,4
9113,5,11,12,19,21,30,9
9114,3,9,15,17,24,28,11
9115,4,15,15,18,27,30,5
9116,7,8,13,18,23,28,10
9117,8,14,18,20,28,31,5
9118,2,8,11,18,24,28,8
9119,2,5,16,18,28,33,0
9120,6,11,20,23,26,28,9
9121,6,10,11,15,27,30,8
9122,4,8,21,22,27,31,9
9123,4,8,16,18,25,28,11
9124,4,13,15,24,26,29,4
9125,7,11,16,20,22,26,14
9126,4,9,19,22,22,31,7
9127,2,6,11,18,21,28,8
9128,2,7,11,14,24,31,12
9129,3,5,10,19,25,30,13
9130,8,9,12,24,27,28,8
9131,3,11,16,20,26,31,11
9132,3,7,14,19,24,28,9
9133,9,13,16,24,28,28,9
9134,11,11,13,20,25,26,9
9135,1,6,12,16,25,27,10
9136,7,14,15,20,21,29,12
9137,6,11,16,22,27,34,10
9138,4,7,8,19,26,31,8
9139,3,11,20,24,29,30,8
9140,4,8,10,16,26,31,9
9141,4,8,18,24,26,30,3
9142,5,10,15,22,27,32,10
9143,5,10,15,19,26,29,9
9144,5,14,18,20,26,31,8
9145,5,11,15,24,24,30,14
9146,3,8,13,21,26,30,10
9147,2,12,12,16,22,31,3
9148,5,5,11,18,20,28,7
9149,6,9,16,22,22,30,9
9150,3,7,12,17,26,29,5
9151,4,9,19,25,26,29,10
9152,3,8,14,19,23,28,8
9153,4,5,13,21,22,27,6
9154,4,8,15,16,24,28,10
9155,2,7,13,24,27,32,9
10002,6,10,17,20,25,28,13
10003,5,9,14,17,27,29,9
10004,2,13,15,18,22,28,4
10005,2,10,20,24,26,31,6
10006,4,9,11,17,21,25,4
10007,4,7,12,14,20,32,6
10008,3,9,10,16,23,30,9
10009,5,5,14,21,22,28,8
10010,3,8,13,21,24,28,8
10011,4,8,10,20,23,30,12
10012,4,7,13,17,21,25,6
10013,2,2,5,18,20,29,9
10014,3,3,9,11,18,28,9
10015,4,10,11,15,22,27,10
10016,2,7,9,14,20,27,9
10017,4,11,14,20,21,28,8
10018,1,13,21,26,32,32,9
10019,4,10,15,23,24,30,7
10020,3,10,16,22,23,30,10
10021,3,7,11,19,21,29,12
10022,10,16,18,22,26,31,3
10023,4,9,13,17,21,30,6
10024,2,9,13,18,27,29,7
10025,3,11,15,22,26,32,6
10026,5,12,16,27,28,31,9
10027,3,5,16,23,28,31,8
10028,4,12,17,21,29,33,6
10029,7,13,18,23,27,31,7
10030,5,6,7,13,18,24,13
10031,3,7,10,16,24,29,8
10032,5,10,13,19,23,29,9
10033,5,12,13,16,26,28,11
10034,2,12,16,18,23,31,13
10035,4,11,17,21,21,24,8
10036,5,14,17,20,24,27,7
10037,5,13,15,21,23,30,10
10038,1,3,9,20,24,30,12
10039,5,9,11,20,22,34,5
10040,6,13,15,25,25,28,10
10041,6,10,15,20,22,30,10
10042,5,7,11,21,24,29,9
10043,7,11,14,20,25,31,6
10044,6,10,16,22,23,29,10
10045,3,8,12,19,26,26,4
10046,6,14,17,20,29,31,9
10047,5,12,16,19,25,30,4
10048,6,8,11,17,25,29,13
10049,5,9,17,27,28,30,8
10050,8,13,15,24,26,33,10
10051,2,10,15,20,26,28,10
10052,9,10,17,20,26,30,7
10053,5,7,10,16,26,29,13
10054,3,15,18,20,26,28,5
10055,5,9,13,18,24,30,12
10056,8,14,15,18,28,29,10
10057,5,8,12,17,24,29,6
10058,4,8,13,17,25,27,4
10059,4,12,15,18,27,30,10
10060,3,8,17,20,27,31,14
10061,2,8,11,17,22,30,8
10062,4,8,12,12,21,29,7
10063,8,14,15,17,20,27,4
10064,8,15,16,22,25,31,12
10065,3,5,7,17,25,31,5
10066,8,16,18,24,28,32,8
10067,7,12,13,18,22,29,6
10068,8,14,19,20,27,31,9
10069,3,14,14,21,25,29,6
10070,3,13,17,24,28,31,5
10071,5,12,16,21,29,30,3
10072,4,7,10,16,25,30,11
10073,9,10,16,24,27,31,6
10074,6,7,16,16,20,31,6
10075,4,11,16,17,19,31,10
10076,3,7,10,17,24,27,10
10077,1,9,18,25,28,30,10
10078,4,8,12,21,22,31,10
10079,4,11,16,22,29,32,6
10080,6,9,19,23,29,31,9
10081,3,9,12,15,17,26,11
10082,5,10,13,15,18,29,3
10083,1,2,9,15,18,23,10
10084,8,13,21,22,24,25,8
10085,8,10,15,22,24,26,7
10086,2,7,12,17,23,31,10
10087,6,11,11,19,23,29,7
10088,2,8,10,17,21,30,11
10089,5,10,19,22,27,31,8
10090,2,7,12,17,23,28,4
10091,4,8,16,22,29,30,10
10092,8,11,12,23,26,30,13
10093,6,9,15,18,26,31,10
10094,2,15,16,18,25,29,3
10095,1,11,12,24,28,29,8
10096,3,8,13,15,20,28,10
10097,8,11,19,24,24,33,6
10098,2,4,11,18,24,25,8
10099,4,11,17,19,27,31,7
10100,4,8,9,16,19,27,11
10101,4,14,16,17,24,30,9
10102,3,7,13,22,25,28,7
10103,7,12,15,22,23,28,10
10104,6,13,15,24,27,32,7
10105,6,7,20,21,26,28,10
10106,5,12,15,17,26,32,5
10107,7,9,20,22,25,29,7
10108,3,5,10,19,22,26,9
10109,4,13,18,19,26,27,14
10110,2,10,11,17,26,29,10
10111,3,11,14,14,22,29,4
10112,5,10,18,23,24,32,6
10113,3,13,15,20,23,24,9
10114,2,10,19,19,24,30,11
10115,3,12,12,18,25,28,8
10116,3,4,10,16,24,27,10
10117,3,9,15,21,23,27,4
10118,3,10,14,15,18,27,9
10119,3,8,15,18,22,30,6
10120,3,9,12,19,25,29,11
10121,0,2,6,13,27,29,7
10122,6,10,13,19,24,25,10
10123,2,5,14,20,22,25,10
10124,4,6,14,20,22,28,9
10125,3,9,19,24,25,27,7
10126,5,10,17,25,28,30,8
10127,8,8,16,18,23,27,8
10128,4,15,21,22,25,29,7
10129,5,7,16,18,23,30,5
10130,2,5,10,14,23,24,9
10131,4,11,11,20,28,28,9
10132,7,8,13,16,21,24,2
10133,2,7,9,14,27,29,12
10134,6,6,15,17,23,30,4
10135,4,10,18,18,23,30,7
10136,0,6,13,17,24,25,10
10137,3,16,20,26,27,29,7
10138,3,6,14,21,24,30,9
10139,5,7,14,18,25,29,6
10140,5,12,14,19,24,29,12
10141,2,5,8,13,22,22,14
10142,4,10,14,19,20,27,5
10143,9,15,23,26,26,32,14
10144,2,16,18,23,26,27,10
10145,7,8,18,25,26,33,6
10146,1,7,12,14,18,28,8
10147,3,9,13,16,24,28,12
10148,4,7,12,16,20,26,11
10149,1,11,14,23,28,28,9
10150,2,5,14,22,27,28,7
10151,2,4,11,14,24,28,6
10152,6,10,12,17,22,28,5
10153,10,12,16,20,26,27,5
10154,3,12,13,20,29,33,9
11002,5,11,15,18,22,26,8
11003,3,5,12,22,23,26,13
11004,7,7,8,9,17,28,3
11005,4,4,12,22,24,25,1
11006,6,11,14,22,26,32,5
11007,4,11,19,26,26,33,11
11008,4,7,10,17,18,29,5
11009,5,11,14,20,26,30,7
11010,4,10,15,21,21,24,8
11011,4,7,14,15,24,32,7
11012,5,13,14,16,24,31,11
11013,7,11,18,20,27,32,7
11014,4,4,10,13,16,29,4
11015,5,9,15,15,26,29,10
11016,5,10,20,23,27,31,8
11017,2,10,13,18,23,30,7
11018,4,10,18,23,25,29,6
11019,3,7,12,14,23,26,5
11020,1,6,13,23,27,32,5
11021,4,10,10,23,25,28,7
11022,3,7,16,19,27,29,9
11023,1,7,13,20,23,30,12
11024,0,12,14,22,24,28,4
11025,2,8,18,24,26,31,8
11026,3,9,15,25,27,28,8
11027,5,10,16,21,26,31,9
11028,2,4,10,16,17,25,4
11029,2,7,13,20,25,31,6
11030,4,10,20,24,30,32,6
11031,4,12,16,17,23,29,7
11032,5,9,16,16,21,29,13
11033,12,12,15,20,24,29,8
11034,3,12,16,21,23,31,10
11035,0,7,12,18,27,31,11
11036,5,10,14,19,26,27,10
11037,5,5,13,18,22,26,3
11038,7,18,20,24,25,29,11
11039,5,14,19,23,27,29,7
11040,8,13,19,21,24,29,7
11041,4,10,15,20,23,26,11
11042,3,7,16,18,25,32,11
11043,5,10,12,13,19,27,1
11044,4,8,12,20,23,28,8
11045,7,11,16,19,27,29,10
11046,5,11,11,18,24,26,8
11047,1,8,15,20,26,30,11
11048,6,10,15,18,24,30,11
11049,4,14,15,24,27,27,7
11050,4,7,9,17,22,27,11
11051,5,11,15,15,26,31,9
11052,4,9,14,14,21,25,9
11053,5,10,13,20,28,29,8
11054,5,9,13,20,24,30,10
11055,6,13,18,26,27,29,6
11056,5,9,14,18,24,30,8
11057,2,5,11,19,22,29,10
11058,5,10,18,26,29,33,4
11059,5,7,15,18,25,28,9
11060,5,10,12,22,22,23,12
11061,6,7,8,22,27,27,4
11062,3,9,18,26,29,30,10
11063,2,7,16,16,21,29,13
11064,3,6,9,19,24,28,6
11065,9,11,14,18,24,29,7
11066,2,4,16,20,25,29,10
11067,2,7,14,24,27,32,12
11068,6,10,16,17,19,20,16
11069,6,13,16,22,26,29,11
11070,4,10,13,22,26,32,6
11071,8,8,13,19,21,28,11
11072,7,8,14,16,24,30,10
11073,5,7,14,22,25,30,8
11074,2,9,10,19,19,23,4
11075,3,9,12,15,18,27,7
11076,4,11,17,18,21,26,4
11077,5,10,15,21,25,27,14
11078,5,10,14,22,28,32,14
11079,3,6,12,18,23,29,8
11080,2,6,7,20,25,30,8
11081,1,9,17,19,28,31,6
11082,10,14,19,22,26,28,9
11083,5,6,8,18,27,27,11
11084,1,11,16,18,24,26,10
11085,7,11,16,18,27,29,7
11086,5,9,17,25,25,32,7
11087,5,10,16,18,23,28,11
11088,10,15,24,25,28,33,5
11089,3,13,18,18,22,29,11
11090,5,9,11,21,22,31,12
11091,3,11,15,19,22,27,4
11092,7,11,17,20,26,31,4
11093,8,12,19,23,24,29,5
11094,4,8,13,21,26,30,9
11095,9,9,13,21,29,29,7
11096,4,9,14,15,16,29,8
11097,7,15,21,23,25,33,9
11098,4,11,16,24,26,32,7
11099,2,8,11,20,25,27,3
11100,9,10,16,17,21,21,8
11101,4,8,15,22,27,31,6
11102,3,10,16,19,24,26,7
11103,6,9,11,22,23,29,10
11104,3,8,12,15,26,32,5
11105,4,10,15,20,22,31,10
11106,6,10,18,19,27,29,13
11107,6,7,12,18,25,29,11
11108,4,9,12,16,26,30,9
11109,6,10,13,21,25,32,11
11110,7,8,15,17,23,28,4
11111,5,11,16,16,24,24,7
11112,3,10,10,20,21,25,13
11113,7,18,18,22,26,30,9
11114,6,6,13,21,21,26,9
11115,2,10,17,20,24,30,17
11116,5,9,15,15,30,32,12
11117,3,8,10,16,22,27,4
11118,5,11,19,23,29,33,4
11119,6,13,19,23,27,27,8
11120,5,8,9,16,23,27,4
11121,5,6,11,17,26,31,10
11122,8,14,17,25,27,30,1
11123,9,16,18,22,26,29,8
11124,4,8,14,18,22,29,10
11125,1,5,13,19,25,29,8
11126,5,11,16,20,22,28,6
11127,6,10,14,19,26,26,7
11128,5,11,17,17,18,26,16
11129,9,12,17,21,24,29,5
11130,3,9,12,20,21,23,9
11131,8,16,18,21,27,29,9
11132,3,12,21,23,26,32,7
11133,1,4,10,14,23,23,12
11134,6,12,18,23,29,30,5
11135,5,13,19,19,26,28,5
11136,10,15,18,21,27,28,9
11137,4,11,18,19,27,32,8
11138,5,6,13,17,24,28,10
11139,6,8,17,19,21,28,15
11140,3,13,16,21,22,31,9
11141,4,8,14,19,22,27,8
11142,5,11,12,22,25,28,11
11143,5,11,18,21,30,30,9
11144,3,4,10,16,18,27,6
11145,4,5,11,16,23,27,4
11146,2,4,11,17,25,27,12
11147,3,5,11,19,20,30,14
11148,4,7,11,17,24,29,11
11149,6,11,13,21,25,27,8
11150,8,14,15,19,24,25,4
11151,2,7,10,16,22,28,11
11152,4,5,11,13,21,30,6
11153,5,6,13,19,25,31,10
11154,0,6,8,16,24,24,3
12002,1,10,12,13,21,31,9
12003,3,6,15,18,30,30,8
12004,7,12,15,17,24,27,11
12005,6,13,14,22,27,31,11
12006,4,10,11,18,22,29,10
12007,5,10,10,16,19,29,10
12008,6,13,19,20,26,29,12
12009,5,7,14,15,25,27,11
12010,6,9,9,11,21,31,3
12011,6,8,13,16,25,30,7
12012,6,11,15,24,27,31,5
12013,2,8,13,14,25,30,15
12014,5,14,18,22,28,30,3
12015,6,8,12,20,24,28,10
12016,4,9,15,16,17,28,2
12017,5,9,12,22,27,30,8
12018,2,6,14,17,20,29,7
12019,1,10,16,17,22,30,10
12020,4,9,13,20,21,30,10
12021,5,7,8,17,22,30,11
12022,5,14,16,21,21,23,8
12023,1,12,15,16,19,25,11
12024,2,10,12,23,28,29,5
12025,8,10,18,26,28,29,8
12026,1,8,12,16,21,30,3
12027,4,10,16,21,25,27,14
12028,4,11,15,18,26,30,9
12029,5,8,13,15,22,27,6
12030,10,11,16,23,26,32,9
12031,7,18,19,20,27,28,10
12032,6,10,15,17,22,27,8
12033,5,7,14,19,23,23,8
12034,2,6,11,19,23,25,9
12035,6,10,14,19,27,30,4
12036,5,9,13,15,25,30,4
12037,7,11,18,18,22,29,2
12038,6,12,15,19,24,27,7
12039,4,10,13,23,23,28,11
12040,3,7,12,20,25,27,9
12041,6,6,13,14,19,28,8
12042,5,11,14,18,22,25,8
12043,4,10,20,23,25,29,11
12044,8,14,15,19,24,30,14
12045,3,8,17,20,23,29,7
12046,4,7,16,18,24,29,7
12047,5,9,13,20,26,26,8
12048,3,14,15,18,27,31,5
12049,3,8,14,16,24,29,8
12050,3,9,15,20,25,30,4
12051,4,13,16,20,25,30,6
12052,6,7,11,20,22,30,15
12053,5,11,19,20,26,31,9
12054,5,9,16,19,27,28,7
12055,1,4,10,11,19,27,13
